,name,language,talk.translation_shifts,talk.language,talk.room,talk.duration,talk.title,talk.speakers,talk.fahrplan
43,fzn,fr,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa09e10>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa09e10>), TranslationShift(name=""kwiii"", language=""de"", Talk=<parse.Talk object at 0x10aa09e10>), TranslationShift(name=""fzn"", language=""fr"", Talk=<parse.Talk object at 0x10aa09e10>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10aa09e10>)]",en,Dijkstra,0 days 01:00:00.000000000,The Ultimate Acorn Archimedes talk,['Matt Evans'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10703.html
44,Kalessin,fr,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa0a490>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa0a490>), TranslationShift(name=""kwiii"", language=""de"", Talk=<parse.Talk object at 0x10aa0a490>), TranslationShift(name=""fzn"", language=""fr"", Talk=<parse.Talk object at 0x10aa0a490>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10aa0a490>)]",en,Dijkstra,0 days 01:00:00.000000000,The Ultimate Acorn Archimedes talk,['Matt Evans'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10703.html
45,katti,de,"[TranslationShift(name=""katti"", language=""de"", Talk=<parse.Talk object at 0x10aa0a790>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aa0a790>)]",en,Eliza,0 days 01:00:00.000000000,Tales of old: untethering iOS 11,['littlelailo'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11034.html
46,KetieSaner,de,"[TranslationShift(name=""katti"", language=""de"", Talk=<parse.Talk object at 0x10aa0acd0>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aa0acd0>)]",en,Eliza,0 days 01:00:00.000000000,Tales of old: untethering iOS 11,['littlelailo'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11034.html
47,phlo,de,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa0e0d0>), TranslationShift(name=""breakthesystem"", language=""de"", Talk=<parse.Talk object at 0x10aa0e0d0>)]",en,Ada,0 days 01:00:00.000000000,Messenger Hacking: Remotely Compromising an iPhone through iMessage,['Samuel Groß'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10497.html
48,breakthesystem,de,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa0e490>), TranslationShift(name=""breakthesystem"", language=""de"", Talk=<parse.Talk object at 0x10aa0e490>)]",en,Ada,0 days 01:00:00.000000000,Messenger Hacking: Remotely Compromising an iPhone through iMessage,['Samuel Groß'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10497.html
49,André,en,"[TranslationShift(name=""André"", language=""en"", Talk=<parse.Talk object at 0x10aa0e950>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aa0e950>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa0e950>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa0e950>)]",de,Borg,0 days 01:00:00.000000000,Vom Ich zum Wir,"['maha', 'Kai Biermann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10993.html
50,ToniHDS,en,"[TranslationShift(name=""André"", language=""en"", Talk=<parse.Talk object at 0x10aa0ee90>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aa0ee90>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa0ee90>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa0ee90>)]",de,Borg,0 days 01:00:00.000000000,Vom Ich zum Wir,"['maha', 'Kai Biermann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10993.html
51,hnms,fr,"[TranslationShift(name=""André"", language=""en"", Talk=<parse.Talk object at 0x10aa0f410>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aa0f410>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa0f410>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa0f410>)]",de,Borg,0 days 01:00:00.000000000,Vom Ich zum Wir,"['maha', 'Kai Biermann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10993.html
52,informancer,fr,"[TranslationShift(name=""André"", language=""en"", Talk=<parse.Talk object at 0x10aa0f950>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aa0f950>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa0f950>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa0f950>)]",de,Borg,0 days 01:00:00.000000000,Vom Ich zum Wir,"['maha', 'Kai Biermann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10993.html
53,DuckMan,en,"[TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10aa0ff50>), TranslationShift(name=""breadontoast"", language=""en"", Talk=<parse.Talk object at 0x10aa0ff50>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa0ff50>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa0ff50>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa0ff50>)]",de,Clarke,0 days 01:00:00.000000000,Energiespeicher von heute für die Energie von morgen,['Sebastian Pischel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11119.html
54,breadontoast,en,"[TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10aa125d0>), TranslationShift(name=""breadontoast"", language=""en"", Talk=<parse.Talk object at 0x10aa125d0>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa125d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa125d0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa125d0>)]",de,Clarke,0 days 01:00:00.000000000,Energiespeicher von heute für die Energie von morgen,['Sebastian Pischel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11119.html
55,IconI,en,"[TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10aa12c10>), TranslationShift(name=""breadontoast"", language=""en"", Talk=<parse.Talk object at 0x10aa12c10>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa12c10>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa12c10>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa12c10>)]",de,Clarke,0 days 01:00:00.000000000,Energiespeicher von heute für die Energie von morgen,['Sebastian Pischel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11119.html
56,ironic,fr,"[TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10aa13290>), TranslationShift(name=""breadontoast"", language=""en"", Talk=<parse.Talk object at 0x10aa13290>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa13290>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa13290>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa13290>)]",de,Clarke,0 days 01:00:00.000000000,Energiespeicher von heute für die Energie von morgen,['Sebastian Pischel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11119.html
57,Yann0u,fr,"[TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10aa138d0>), TranslationShift(name=""breadontoast"", language=""en"", Talk=<parse.Talk object at 0x10aa138d0>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa138d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa138d0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa138d0>)]",de,Clarke,0 days 01:00:00.000000000,Energiespeicher von heute für die Energie von morgen,['Sebastian Pischel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11119.html
58,PetePriority,de,"[TranslationShift(name=""PetePriority"", language=""de"", Talk=<parse.Talk object at 0x10aa13bd0>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10aa13bd0>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10aa13bd0>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10aa13bd0>)]",en,Dijkstra,0 days 01:00:00.000000000,It's not safe on the streets... especially for your 3DS!,['nba::yoh'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10796.html
59,eibwen,de,"[TranslationShift(name=""PetePriority"", language=""de"", Talk=<parse.Talk object at 0x10aa153d0>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10aa153d0>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10aa153d0>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10aa153d0>)]",en,Dijkstra,0 days 01:00:00.000000000,It's not safe on the streets... especially for your 3DS!,['nba::yoh'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10796.html
60,remy_o,fr,"[TranslationShift(name=""PetePriority"", language=""de"", Talk=<parse.Talk object at 0x10aa15910>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10aa15910>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10aa15910>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10aa15910>)]",en,Dijkstra,0 days 01:00:00.000000000,It's not safe on the streets... especially for your 3DS!,['nba::yoh'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10796.html
61,korfuri,fr,"[TranslationShift(name=""PetePriority"", language=""de"", Talk=<parse.Talk object at 0x10aa15e50>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10aa15e50>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10aa15e50>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10aa15e50>)]",en,Dijkstra,0 days 01:00:00.000000000,It's not safe on the streets... especially for your 3DS!,['nba::yoh'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10796.html
62,franzt,de,"[TranslationShift(name=""franzt"", language=""de"", Talk=<parse.Talk object at 0x10aa172d0>), TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10aa172d0>)]",en,Eliza,0 days 01:00:00.000000000,phyphox: Using smartphone sensors for physics experiments,['Sebastian Staacks'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11195.html
63,afrowson,de,"[TranslationShift(name=""franzt"", language=""de"", Talk=<parse.Talk object at 0x10aa17690>), TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10aa17690>)]",en,Eliza,0 days 01:00:00.000000000,phyphox: Using smartphone sensors for physics experiments,['Sebastian Staacks'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11195.html
64,sebalis,en,"[TranslationShift(name=""sebalis"", language=""en"", Talk=<parse.Talk object at 0x10aa17ad0>), TranslationShift(name=""joern"", language=""en"", Talk=<parse.Talk object at 0x10aa17ad0>), TranslationShift(name=""eibwen"", language=""en"", Talk=<parse.Talk object at 0x10aa17ad0>)]",de,Ada,0 days 01:00:00.000000000,"""Hacker hin oder her"": Die elektronische Patientenakte kommt!","['Martin Tschirsich', 'cbro', 'Dr. André Zilch']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10595.html
65,joern,en,"[TranslationShift(name=""sebalis"", language=""en"", Talk=<parse.Talk object at 0x10aa17f50>), TranslationShift(name=""joern"", language=""en"", Talk=<parse.Talk object at 0x10aa17f50>), TranslationShift(name=""eibwen"", language=""en"", Talk=<parse.Talk object at 0x10aa17f50>)]",de,Ada,0 days 01:00:00.000000000,"""Hacker hin oder her"": Die elektronische Patientenakte kommt!","['Martin Tschirsich', 'cbro', 'Dr. André Zilch']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10595.html
66,eibwen,en,"[TranslationShift(name=""sebalis"", language=""en"", Talk=<parse.Talk object at 0x10aa1a410>), TranslationShift(name=""joern"", language=""en"", Talk=<parse.Talk object at 0x10aa1a410>), TranslationShift(name=""eibwen"", language=""en"", Talk=<parse.Talk object at 0x10aa1a410>)]",de,Ada,0 days 01:00:00.000000000,"""Hacker hin oder her"": Die elektronische Patientenakte kommt!","['Martin Tschirsich', 'cbro', 'Dr. André Zilch']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10595.html
67,os10000,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa1a9d0>), TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10aa1a9d0>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aa1a9d0>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aa1a9d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa1a9d0>)]",en,Borg,0 days 01:00:00.000000000,How to Break PDFs,"['Fabian Ising', 'Vladislav Mladenov']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10832.html
68,MrBronze,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa1c050>), TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10aa1c050>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aa1c050>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aa1c050>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa1c050>)]",en,Borg,0 days 01:00:00.000000000,How to Break PDFs,"['Fabian Ising', 'Vladislav Mladenov']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10832.html
69,bluewhobert,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa1c690>), TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10aa1c690>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aa1c690>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aa1c690>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa1c690>)]",en,Borg,0 days 01:00:00.000000000,How to Break PDFs,"['Fabian Ising', 'Vladislav Mladenov']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10832.html
70,lemeda,fr,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa1ccd0>), TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10aa1ccd0>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aa1ccd0>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aa1ccd0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa1ccd0>)]",en,Borg,0 days 01:00:00.000000000,How to Break PDFs,"['Fabian Ising', 'Vladislav Mladenov']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10832.html
71,ironic,fr,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa1d350>), TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10aa1d350>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aa1d350>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aa1d350>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa1d350>)]",en,Borg,0 days 01:00:00.000000000,How to Break PDFs,"['Fabian Ising', 'Vladislav Mladenov']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10832.html
72,oskar,de,"[TranslationShift(name=""oskar"", language=""de"", Talk=<parse.Talk object at 0x10aa1d650>), TranslationShift(name=""breadontoast"", language=""de"", Talk=<parse.Talk object at 0x10aa1d650>)]",en,Clarke,0 days 01:00:00.000000000,The Large Hadron Collider Infrastructure Talk,"['sev', 'thasti']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10760.html
73,breadontoast,de,"[TranslationShift(name=""oskar"", language=""de"", Talk=<parse.Talk object at 0x10aa1db90>), TranslationShift(name=""breadontoast"", language=""de"", Talk=<parse.Talk object at 0x10aa1db90>)]",en,Clarke,0 days 01:00:00.000000000,The Large Hadron Collider Infrastructure Talk,"['sev', 'thasti']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10760.html
74,phlo,en,"[TranslationShift(name=""phlo"", language=""en"", Talk=<parse.Talk object at 0x10aa1f1d0>), TranslationShift(name=""waffle"", language=""en"", Talk=<parse.Talk object at 0x10aa1f1d0>), TranslationShift(name=""Aegy"", language=""en"", Talk=<parse.Talk object at 0x10aa1f1d0>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10aa1f1d0>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10aa1f1d0>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10aa1f1d0>)]",de,Dijkstra,0 days 01:00:00.000000000,Was hat die PSD2 je für uns getan?,['Henryk Plötz'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10717.html
